,Name,Online_Order,Book_Table,Rating,Votes,Location,Rest_Type,Dish_Liked,Cuisines,Approx_Cost,Type
36137,Snow'ora,Yes,Yes,4.3,343,Koramangala 4th Block,Quick Bites,"Bingsu, Mocktails, Custard, Chocolate Oreo, Sandwiches, Brownie, Korean Ice Cream","Desserts, Ice Cream, Beverages",450,Desserts
36146,Vegan Heat,Yes,No,4.1,314,Koramangala 1st Block,"Takeaway, Delivery","Burgers, Pancakes, Waffles, Salad","Healthy Food, Salad",650,Desserts
36147,Corner House Ice Cream,Yes,No,4.6,278,Koramangala 5th Block,Dessert Parlor,"Brownie Chocolate, Brown Bomb, Hot Chocolate Fudge, Fudge Cake, Brownie Fudge","Ice Cream, Desserts",400,Desserts
36155,Smoor,Yes,No,4.2,603,Koramangala 7th Block,Dessert Parlor,"Sandwich, Cheesecake, Cup Cake, Hot Chocolate, Coffee, Macaroon, Mousse","Desserts, Beverages",900,Desserts
36163,The Marash,Yes,No,4.3,68,Koramangala 5th Block,Dessert Parlor,"Turkish Ice Cream, Baklava, Chocolate Icecreams","Turkish, Desserts",250,Desserts
36169,Assi Tussi Lassi,Yes,No,3.6,26,Ejipura,Beverage Shop,NA,"Beverages, Fast Food, Ice Cream",200,Desserts
36174,Lassi Shop,Yes,No,4.1,211,Koramangala 5th Block,Beverage Shop,"Faluda, Sweet Lassi, Mango Lassi, Malai Kulfi","Beverages, Ice Cream",200,Desserts
36175,Sweet Chariot,Yes,No,4,187,Koramangala 7th Block,"Bakery, Dessert Parlor","Donut, Chocolate Mousse, Chocolate Cake, Cheesecake, Chicken Wings","Bakery, Fast Food",500,Desserts
36197,Cake Box,Yes,No,3.4,99,Koramangala 8th Block,Bakery,"Chocolate Truffle, Blueberry Cheesecake","Bakery, Desserts",400,Desserts
36210,Karachi Bakery,Yes,No,3.4,6,Koramangala 5th Block,Bakery,NA,"Bakery, Desserts",400,Desserts
36215,INDULGE by InnerChef,Yes,No,3.6,29,Koramangala 7th Block,Bakery,NA,"Desserts, Bakery",400,NA
36217,Daily Bread,No,No,2.8,53,Koramangala 4th Block,"Bakery, Quick Bites","Sandwiches, Sandwich, Coffee","Bakery, Fast Food, Italian",600,Desserts
36222,Apsara Ice Cream,No,No,4.1,147,Koramangala 5th Block,Dessert Parlor,Panipuri,Ice Cream,200,Desserts
36243,Rveur Chocolates,No,No,3.7,13,Koramangala 4th Block,Dessert Parlor,NA,Desserts,400,Desserts
36260,The Ganache Factory,Yes,No,4.1,43,Domlur,"Dessert Parlor, Bakery","Cheesecake, Key Lime Pie","Desserts, Bakery",400,Desserts
36277,KrumbKraft,No,No,3.5,6,Domlur,Bakery,NA,"Bakery, European",300,Desserts
36286,The Chef's Cake & Bakes,Yes,No,0,0,Richmond Road,Dessert Parlor,NA,Desserts,800,Desserts
36291,Zee5 Loft,Yes,No,4.4,364,Koramangala 6th Block,Cafe,"Tomato Soup, Brownie Shake, Pizza, Salad, Fries, Chicken Bbq Wings, Pasta","Cafe, North Indian, Pizza, Sandwich, Salad",500,NA
36298,Oye Amritsar,Yes,Yes,4,1879,Koramangala 6th Block,Casual Dining,"Lassi, Raita, Dal Makhani, Jalebi Rabri, Chaach, Hara Bhara Kabab, Lime Soda",North Indian,600,NA
36304,Kargeens,Yes,No,4.1,991,Koramangala 6th Block,Cafe,"Mocktails, Pasta Alfredo, Nachos, Veggie Pizza, Chicken Steak, Hot Chocolate, Noodles","Cafe, Continental, Italian",600,Dine-out
36305,Bhojohori Manna,Yes,No,4.1,1962,Koramangala 6th Block,Casual Dining,"Fish, Sea Food, Chingri Malai Curry, Mutton Kasha, Jumbo Ilish, Chingri Malaikari, Jumbo Prawns","Bengali, Mughlai",650,Dine-out
36306,Gudguda Prime Cafe,No,Yes,4.2,817,Koramangala 6th Block,Cafe,"Mocktails, Pizza, Veg Platter, Brownie, Burgers, Pasta, Fries Basket","Cafe, Continental, Chinese, Italian",800,Dine-out
36312,Waffle Magic,Yes,No,4.1,87,Koramangala 6th Block,Cafe,Waffles,"Cafe, Desserts",700,Dine-out
36316,Go Italia,Yes,No,4,783,Koramangala 6th Block,Casual Dining,"Pizza, Pasta, Garlic Bread, Veg Burger, Wine, Minestrone Soup, Chocolate Cake","Italian, Pizza, Fast Food, Salad",750,NA
36329,Imperial Restaurant,Yes,No,3.6,242,Koramangala 6th Block,Casual Dining,"Chicken Grill, Shawarma, Ghee Rice, Chicken Butter Masala, Mutton Biryani, Tandoori Chicken, Chicken Kebab","Seafood, Biryani, South Indian, Chettinad, Chinese, Arabian, Andhra, Kerala",800,Dine-out
36353,Pizza Hut,Yes,No,3.9,490,Koramangala 6th Block,Casual Dining,"Pasta, Pepperoni, Garlic Bread, Supreme Pizza, Pane Pizza","Pizza, Fast Food",750,Dine-out
36355,Kota Kachori,Yes,No,4.3,3621,Koramangala 6th Block,Quick Bites,"Pyaz Kachori, Chaat, Gajar Ka Halwa, Shrikhand, Jalebi Rabri, Churma, Boondi Raita","Street Food, Desserts, North Indian, Mithai, Rajasthani",400,NA
36362,Fiero! Pizzeria,Yes,No,4,63,Koramangala 6th Block,Quick Bites,"Pizza, Ice Cream Roll","Italian, Fast Food, Pizza",400,Dine-out
36367,KFC,Yes,No,3.8,480,Koramangala 6th Block,Quick Bites,"Rice Bowl, Burgers, Hot Wings, Virgin Mojito, Chicken Popcorn, Fries, Zinger Burger","Burger, Fast Food",450,Dine-out
36368,Domino's Pizza,Yes,No,4,567,Koramangala 6th Block,Quick Bites,"Pizza, Barbeque Chicken","Pizza, Fast Food",400,Dine-out
36369,Delite Chaat House,Yes,No,3.9,503,Koramangala 6th Block,Quick Bites,"Chaat, Dabeli, Pav Bhaji, Dhokla, Gujarati Food, Jalebi, Panipuri","Street Food, Gujarati",300,Dine-out
36371,Sri Krishna Sagar,Yes,No,3.9,44,Koramangala 6th Block,Quick Bites,NA,South Indian,300,Dine-out
36384,Hungry Paunch,No,No,4,203,Koramangala 6th Block,"Food Court, Quick Bites","Luchi, Mutton Kosha, Mutton Curry, Roti, Fish Finger, Chicken Curry","Bengali, Bihari",350,Dine-out
36402,Ande Ka Funda,No,No,3.1,41,Koramangala 6th Block,Quick Bites,NA,"North Indian, Chinese, Rolls",250,Dine-out
36404,Kevins Kitchen,Yes,No,3.7,103,Koramangala 6th Block,Quick Bites,"Egg Noodles, Biryani","North Indian, Chinese, Biryani",400,NA
36411,Truffles,No,No,4.7,14723,Koramangala 5th Block,"Cafe, Casual Dining","Burgers, Pasta, Cocktails, American Cheese Burger, Chicken Salad, Pancakes, Chocolate Dessert","Cafe, American, Burger, Steak",900,NA
36424,The Hole in the Wall Cafe,No,No,4.6,7129,Koramangala 4th Block,Cafe,"Waffles, Healthy Breakfast, English Breakfast, Pancakes, Burgers, Sandwiches, Mushroom Omelette","Cafe, American, Burger",600,NA
36431,Dyu Art Cafe,No,No,4.5,3849,Koramangala 5th Block,Cafe,"Coffee, Chocolate Mocha, Hot Chocolate, Chocolate Cake, Sandwiches, Pizza, Bannoffee Pie","Cafe, Italian, Fast Food",800,NA
36439,Sharief Bhai,No,Yes,4.4,1574,Koramangala 5th Block,Casual Dining,"Mutton Biryani, Nalli Nihari, Patthar Ka Gosht, Phirni, Paya Soup, Hyderabadi Biryani, Chicken Nihari","Mughlai, Biryani",700,NA
36441,Ulavacharu,Yes,Yes,4.2,151,Koramangala 5th Block,Casual Dining,"Ulavacharu, Biryani, Bangla Kodi, Rajugari Kodi Pulao, Gadwal Kodi Pulao, Curd Rice, Fish","Andhra, North Indian, Chinese",900,NA
36445,ECHOES Koramangala,No,No,4.7,3217,Koramangala 5th Block,"Cafe, Casual Dining","Pasta, Mezze Platter, Momos, Pizza, Waffles, Chocolate Milkshake, Pancakes","Chinese, American, Continental, Italian, North Indian",750,NA
36461,Onesta,Yes,Yes,4.4,9084,Koramangala 4th Block,"Casual Dining, Cafe","Berryblast, Gourmet Pizza, Mocktails, Ravioli, Bacon Pizza, Pasta, Prawn Pizza","Pizza, Cafe, Italian",600,NA
36470,Gramin,Yes,No,4.3,3463,Koramangala 7th Block,Casual Dining,"Chaach, Bhindi Anardana, Thandai, Jal-jeera, Lunch Thali, Sweet Lassi, Crispy Babycorn",North Indian,600,NA
36477,Meghana Foods,Yes,No,4.4,7238,Koramangala 5th Block,Casual Dining,"Chicken Boneless Biryani, Egg Curry, Andhra Biryani, Hyderabadi Biryani, Paneer Biryani, Buttermilk, Sea Food","Biryani, Seafood, Andhra, North Indian",600,NA
36485,Third Wave Coffee Roasters,No,No,4.4,1227,Koramangala 4th Block,Cafe,"Coffee, Hummus Platter, Granola Parfait, Hot Chocolate, Cappuccino, Waffles, Skillet Cookie","Cafe, Continental, Desserts",800,NA
36492,Blue Tokai Coffee Roasters,Yes,No,4,78,Koramangala 8th Block,Cafe,"Coffee, Potato Wedges","Cafe, Coffee",400,Dine-out
36498,Sixth Avenue Cafe And Patisserie,No,No,4.4,177,Koramangala 5th Block,"Cafe, Dessert Parlor","Tea, Chocolate Bomb, Waffles, Peri Chicken, Fries, Pasta Alfredo, Mocktails","Cafe, Italian, Desserts",600,Dine-out
36501,Nagarjuna,No,No,4.3,2307,Koramangala 5th Block,Casual Dining,"Andhra Meal, Chicken Pepper Dry, Andhra Thali, Chicken Biryani, Murgh Ghee Roast, Ghee Rice, Hyderabadi Biryani","Andhra, North Indian, Biryani",800,NA
36510,A Hole Lotta Love Cafe,Yes,No,4.4,2873,Koramangala 5th Block,Cafe,"Burgers, Waffles, Pancakes, Chicken Lasagne, English Breakfast, Sandwiches, Pasta","Cafe, American, Burger, Sandwich, Beverages",600,NA
36520,Kritunga Restaurant,No,No,3.8,1162,Koramangala 5th Block,Casual Dining,"Bamboo Chicken, Pot Biryani, Brain Fry, Hyderabadi Biryani, Brinjal Curry, Jowar Roti, Mutton Curry","Andhra, Biryani, North Indian, Chinese",650,Dine-out
36528,Hungry Hippie,No,Yes,4.3,1474,Koramangala 5th Block,Cafe,"Butter Chicken Pizza, Lamb Burger, Chicken Bao, Vegetable Moussaka, Peri Chicken, Pasta, Pink Lemonade","Cafe, Continental, Italian, Burger",800,NA
36530,Karavali Grand,Yes,No,3.7,27,Koramangala 5th Block,Casual Dining,NA,"Mangalorean, Seafood, North Indian, Chinese",600,Dine-out
36532,Anjappar,No,No,3.9,1161,Koramangala 4th Block,Casual Dining,"Tandoori Chicken, Biryani, Chettinad Thali, Elaneer Payasam, Crab Soup, Fish, Pepper Chicken","Chettinad, South Indian",650,Dine-out
36533,Dice N Dine,Yes,Yes,4.3,1810,Koramangala 5th Block,"Casual Dining, Cafe","Lasagne, Tiramisu, Chicken Popcorn, Mocktails, Club Chicken Sandwich, Nachos, Pasta","Continental, Cafe, Italian, Fast Food, Steak",900,NA
36535,Dialogues,No,No,4.1,315,Koramangala 4th Block,Cafe,"Poha, Momos, Chai, Pasta, Tea, Pancakes, Chicken Sandwich","Cafe, Continental",600,Dine-out
36536,Empire Restaurant,Yes,No,4.1,6959,Koramangala 5th Block,Casual Dining,"Brain Fry, Non Veg Thali, Peri Peri Chicken, Egg Biryani, Fruit Salad, Lassi, Jumbo Shawarma","North Indian, Mughlai, South Indian, Chinese",750,NA
36549,Nuts Over Salads Cafe,Yes,Yes,4.4,211,Koramangala 5th Block,Cafe,"Salad, Salads, Peri Peri Chicken, Broccoli Soup, Burgers, Steak, Clear Soup","Cafe, Salad",800,NA
36551,YORK St.,Yes,No,4.4,950,Koramangala 5th Block,Cafe,"Beef Steak, Custard, Burgers, Beef Stroganoff, Salad, Sandwich, Sandwiches","Cafe, European, Continental",900,Dine-out
36552,Roundup Cafe,Yes,Yes,4.2,515,Koramangala 5th Block,Cafe,"Mocktails, Salad, Coffee, Pizza, Meat Balls, Hot Chocolate, Pasta","Cafe, Continental, Beverages",800,Dine-out
36554,Enerjuvate Studio & Cafe,Yes,Yes,4.4,469,Koramangala 4th Block,Cafe,"Pizza, Healthy Breakfast, Momos, Enchiladas, Aloo Papdi Chaat, Coffee, Tea","Cafe, Continental, Healthy Food, Sandwich, Pizza, Desserts, Beverages",800,NA
36556,Magnolia,Yes,Yes,4.1,676,Koramangala 3rd Block,Casual Dining,"Noodles, Pinacolada, Mocktails, Salad, Thai Green Curry, Spicy Crabmeat Soup, Clear Soup","Chinese, Thai, Asian",900,Dine-out
36558,Noodle Panda,Yes,No,4.3,342,Koramangala 5th Block,Casual Dining,"Noodles, Momos, Ramen Soup, Bubble Tea, Noodle, Onion Rings, Veg Dim Sums","Chinese, Indonesian, Japanese, Malaysian, Thai, Vietnamese, Momos",800,NA
36560,Market Table,No,Yes,4.5,553,Koramangala 5th Block,Cafe,"Salads, Healthy Breakfast, Quinoa Salad, Frittata, Pancakes, Smoothie Chocolate, Wheat Roll","Cafe, Continental, Mediterranean, Beverages",900,NA
36564,Pot-O-Noodles,No,Yes,4.3,170,Koramangala 4th Block,Casual Dining,"Noodles, Mocktails, Miso Soup, Chilli Ramen, Chicken Grill, Gyoza, Steamed Rice","Chinese, Asian, Japanese",800,NA
36566,Karama Restaurant,Yes,No,4.1,1574,Koramangala 5th Block,Casual Dining,"Mutton Mandi, Laccha Paratha, Chicken Curry, Tawa Chicken, Rabri, Raan, Biryani","Arabian, North Indian, Beverages",750,NA
36570,Stoked!,No,No,4.3,295,Koramangala 4th Block,Cafe,"Pizza, Pancakes, Penne Pasta, Hot Chocolate, Mezze Platter, Cappuccino, Waffles","Cafe, Italian, Pizza",850,Dine-out
36571,Oldtown Dilli,Yes,Yes,4.1,259,Koramangala 4th Block,Casual Dining,"Rabri, Tandoori Roti, Mutton Roganjosh, Shahi Tukda, Naan, Mutton Seekh, Malai Kofta","Mughlai, North Indian, Turkish, Afghan",750,Dine-out
36573,Nandhana Palace,No,Yes,4.1,819,Koramangala 4th Block,"Casual Dining, Bar","Supreme Chicken Biryani, Chicken Curry, Curd Rice, Chilli Chicken, Veg Thali, Lime Soda, Mutton Bone Soup","Andhra, Biryani, North Indian, Chinese",800,Dine-out
36579,154 Breakfast Club,Yes,Yes,4,1519,Koramangala 3rd Block,Cafe,"Pancakes, Waffles, Bbq Sandwich, Mushroom Ragout, Big Breakfast, Nutella Waffle, Omelette","Cafe, Continental",900,NA
36583,Tunday Kababi,Yes,No,3.9,1143,Koramangala 5th Block,Casual Dining,"Biryani, Galauti Kebab, Tandoori Chicken, Phirni, Tundey Paratha, Rolls, Rumali Roti","North Indian, Kebab",500,Dine-out
36585,Hyderabad Biryaani House,Yes,No,4.1,1118,Koramangala 5th Block,Casual Dining,"Hyderabadi Biryani, Mutton Biryani, Tandoori Chicken, Mutton Fry, Chicken Biryani, Lassi, Crispy Babycorn","Biryani, North Indian, Chinese, Hyderabadi",750,Dine-out
36588,Qube Cafe,Yes,No,4.2,170,Koramangala 4th Block,Cafe,"Pizza, Coffee, Burgers, Pasta, Tiramisu, Sandwiches, Tea","Cafe, Desserts",700,NA
36590,Koshe Kosha,Yes,No,4,578,Koramangala 1st Block,Casual Dining,"Fish, Kosha Mangsho, Chicken Curry, Luchi, Chingri Malaikari, Biryani, Bhetki Fry","Bengali, Seafood",600,NA
36597,Cafe D'hide,Yes,Yes,4.2,876,Koramangala 5th Block,Cafe,"Pasta, Coffee, Buffalo Chicken Wings, Caesar Salad, Cheesy Fries, Mojito, Salads","Cafe, American, Continental, Italian",600,NA
36601,Cafe Medley,Yes,No,4.2,1067,Koramangala 5th Block,Cafe,"Coffee, Burgers, Pasta, Sandwiches, Mudcake, Chicken Burger, Pizza","Cafe, Continental, Burger",800,Dine-out
36603,1722 Urban Bistro,Yes,Yes,4.1,225,Koramangala 5th Block,Casual Dining,"Burgers, Pasta, Pizza, Veg Burger, Chicken Lollipop, Chicken Jumbo Burger, Biryani","North Indian, Chinese, Fast Food, Biryani",600,NA
36605,Mustard Cafe,Yes,No,4.1,895,Koramangala 3rd Block,Cafe,"Mushroom Bruschettas, Mocktails, Blueberry Smoothie, Opera Cake, Beef Burger, Pasta Arrabiata, Burgers","Cafe, Continental, Burger, Salad, Healthy Food, Italian",800,Dine-out
36606,Shanmukha,Yes,No,4,786,Koramangala 5th Block,Casual Dining,"Chicken Dum Biryani, Kerala Parotta, Chicken Boneless Biryani, Vegetable Biryani, Naan, Fish, Gulab Jamun","Biryani, Andhra, North Indian, Chinese",800,Dine-out
36607,Beijing Bites,Yes,Yes,4,864,Koramangala 5th Block,Casual Dining,"Noodles, Spring Roll, Dragon Chicken, Hunan Chicken, Lung Fung Soup, Prawn, Chop Suey","Chinese, Thai",850,Dine-out
36608,Mani's Dum Biryani,Yes,No,3.9,783,Koramangala 5th Block,Casual Dining,"Kebab Biryani, Raita, Chicken Biryani, Vegetable Biryani, Basmati Rice, Hyderabadi Biryani, Dum Biryani",Biryani,750,Dine-out
36610,Wild Thyme Restaurant,No,No,4.4,44,Koramangala 5th Block,Casual Dining,NA,"Chinese, Continental, North Indian, Italian, Seafood",800,Dine-out
36619,Smally's Resto Cafe,Yes,Yes,4.2,1706,Koramangala 5th Block,Cafe,"Burgers, Pasta, Chocolate Mousse, Potato Wedges, Cup Cake, Cheesy Fries, Peri Peri Chicken","Cafe, Italian, Burger, American, Steak",650,NA
36625,Cafe Terra,Yes,No,4.1,779,Koramangala 1st Block,Cafe,"English Breakfast, Waffles, Chocolate Cake, Frittata, Chicken Lasagne, Ginger Tea, Burgers","Cafe, Continental",700,Dine-out
36626,Desipun,Yes,Yes,4.2,349,Koramangala 5th Block,Casual Dining,"Paneer Tikka Masala, Buttermilk, Lassi, Soya Chaap, Aloo Paratha, Panneer Butter Masala, Stuffed Naan",North Indian,700,Dine-out
36629,Little Lucknow,Yes,Yes,4,238,Koramangala 5th Block,Casual Dining,"Shami Kebab, Kadhai Murgh, Butter Chicken, Chicken Biryani, Mughlai Paratha, Paneer Lababdar, Mughlai Chicken","Mughlai, North Indian",800,Dine-out
36630,Baba Da Dhaba,No,Yes,4.1,453,Koramangala 7th Block,Casual Dining,"Dal Makhani, Phirni, Kheer, Chicken Butter Masala, Murgh Lababdar, Chicken Tikka, Paneer Tikka",North Indian,650,Dine-out
36636,Punjabi Nawabi,Yes,No,4,109,Koramangala 1st Block,Casual Dining,"Tikka, Saag, Dal Makhani, Naan, Makke Ki Roti",North Indian,500,Dine-out
36639,Chai Galli,Yes,No,4.4,481,Koramangala 5th Block,Cafe,"Tea, Chai, Margherita Pizza, Sandwiches, Corn Sandwich, Paneer Parantha, Brownie","Cafe, Tea, Street Food",450,Dine-out
36656,Terra Bites,Yes,No,4,66,Koramangala 4th Block,"Cafe, Casual Dining","Spaghetti, Hot Chocolate, Coffee, Tea","Cafe, Italian, Continental",700,Dine-out
36657,Tandoor Hut,Yes,No,4.1,1004,Koramangala 5th Block,Casual Dining,"Biryani, Tandoori Chicken, Panneer Butter Masala, Naan, Mutton Roganjosh, Lassi, Chicken Tikka Masala","North Indian, Mughlai, Chinese, Rolls",700,Dine-out
36662,Lazeez,Yes,No,3.1,911,Koramangala 5th Block,Casual Dining,"Biryani, Rolls, Firni, Chicken Roll, Mutton Pasanda, Mutton Rezala, Phirni","North Indian, Mughlai, Biryani",600,Dine-out
36667,WTF,Yes,No,4.1,96,Koramangala 5th Block,Cafe,"Cheesy Pizza, Cheese Pasta, Brownie Milkshake, Peri Peri Chicken, Nachos, Omelette, Peanut Butter Milkshake","Cafe, Continental",600,Dine-out
36671,Polamma's Mess,No,No,3.8,26,Koramangala 7th Block,Mess,NA,"North Indian, Chinese, Biryani",300,Dine-out
36673,Aami Bangali,Yes,No,3.6,74,Koramangala 5th Block,Casual Dining,"Basanti Pulao, Fish, Aloo Posto, Thali, Daab Chingri",Bengali,700,Dine-out
36690,Thalassery Restaurant,Yes,No,3.6,383,Koramangala 5th Block,Casual Dining,"Tea, Fish, Thalassery Biryani, Garlic Naan, Chicken Curry, Ghee Rice, Sea Food","Kerala, Biryani, South Indian, North Indian, Chinese, Seafood, Juices",600,Dine-out
36697,Grills And Tandoor,Yes,Yes,3.7,113,Koramangala 5th Block,Casual Dining,"Chicken Grill, Biryani, Shahi Tukda, Chop Suey, Barbeque Chicken, Naan, Fish","North Indian, Chinese",900,Dine-out
36715,Maria's Goan Kitchen,Yes,No,4,396,Koramangala 7th Block,Casual Dining,"Goan Thali, Sol Kadhi, Prawn, Pork Vindaloo, Plain Rice, Fish, Beef Fry","Goan, Chinese, Biryani",750,Dine-out
36716,TRIGEREATO,Yes,Yes,4.4,104,Koramangala 8th Block,Cafe,"Pasta, Salad, Mousse, Noodles, Fries, Mocktails, Pizza","Cafe, Continental, Beverages",700,Dine-out
36721,Dhuaan,No,No,4.3,148,Koramangala 5th Block,Cafe,"Paneer Pizza, Onion Rings, Oreo Shake, Peri Peri Chicken Pizza, Maggi, Pasta","Cafe, Continental",800,Dine-out
36751,Loca Moca,No,No,3.7,46,Koramangala 1st Block,Cafe,"Coffee, Hazelnut Cappuccino, Chicken Keema Roll, Chicken Sandwich, Grilled Chicken Wrap","Cafe, Continental",600,NA
36761,CafS,No,No,3.2,4,Koramangala 4th Block,Cafe,NA,"Cafe, American, European",600,Dine-out
36764,Malabar Mint,No,No,3.4,39,Koramangala 5th Block,Casual Dining,NA,"Kerala, North Indian, Chinese",700,NA
36770,Dreams Cafe - All Day English Food St.,Yes,No,3.8,230,Koramangala 1st Block,Cafe,"English Breakfast, Coffee, Burgers, Fish, Omelette, Sandwiches, Chicken Burger","Cafe, Continental, Burger",600,Dine-out
36772,Punjabi Dhaba,Yes,No,3.4,357,Ejipura,Quick Bites,"Butter Chicken, Paratha",North Indian,350,Dine-out
36774,California Burrito,No,No,4.1,1228,Koramangala 5th Block,Quick Bites,"Nachos, Rice Bowl, California Burrito, Rice Bowls, Chicken Quesadilla, Bbq Chicken, Pink Lemonade","Mexican, Fast Food",400,Dine-out
36775,Stoner,Yes,No,4.5,2627,Koramangala 5th Block,"Dessert Parlor, Cafe","Burgers, Spinach Pizza, Butter Chicken Pizza, Chicken Bbq Burger, Tiramisu, Ferrero Rocher, Brownie Shake","Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500,NA
36777,La Pino'z Pizza,Yes,No,4.1,510,Koramangala 4th Block,Quick Bites,"Fries, White Sauce Pasta, Monster Pizza, Cheesy Garlic Bread, Cheesy Pizza, Margherita Pizza","Italian, Pizza, Beverages",600,Dine-out
36778,Sree Krishna Kafe,Yes,No,4.2,973,Koramangala 5th Block,Quick Bites,"Filter Coffee, Lunch Thali, Idli, Mini Idlis, Ghee Masala Dosa, Rasam Vada, Pongal",South Indian,200,Dine-out
36779,Momo Blues,Yes,No,0,0,Koramangala 5th Block,Quick Bites,"Momos, Noodles","Chinese, Momos, Nepalese, Tibetan",200,Dine-out
36782,Khawa Karpo,No,No,4.3,996,Koramangala 5th Block,Quick Bites,"Momos, Noodles, Thukpa, Chicken Thupka, Manchow Soup, Chicken Momo, Crispy Honey Chicken","Chinese, Tibetan, Momos",350,Dine-out
36785,Tenzin Kitchen,Yes,No,4.2,537,Koramangala 7th Block,Quick Bites,"Momos, Noodles, Thukpa, Teriyaki Chicken, Chicken Chowmein, Clear Chicken Soup, Beef Chilli","Tibetan, Chinese, Momos",450,Dine-out
36788,Leon Grill,Yes,No,4.3,172,Koramangala 5th Block,Quick Bites,"Burgers, Peri Peri Chicken, Spicy Chicken, Grilled Lamb Burger, Chicken Burger, French Fries","Burger, Fast Food",500,Dine-out
36790,IDC Kitchen,No,No,4.2,53,Koramangala 5th Block,Quick Bites,"Masala Idli, Filter Coffee",South Indian,200,Dine-out
36791,Biryanis And More,Yes,No,3.7,24,Koramangala 5th Block,Quick Bites,NA,"Biryani, North Indian, Chinese, Andhra, South Indian",750,Dine-out
36792,Tibetan Kitchen,Yes,No,4.3,247,Koramangala 5th Block,Quick Bites,"Noodles, Pasta, Tibetan Momos, Clear Soup, Thukpa, Steak, Chicken Momo","Tibetan, Chinese, Continental, Momos",600,Dine-out
36793,30 Square,Yes,No,4.2,559,Koramangala 5th Block,Quick Bites,"Veg Momos, Noodles, Cheese Momos, Jhol Momos, Wai Wai Bhel, Brownie, Chicken Momo","Tibetan, Nepalese, Momos",400,Dine-out
36795,Arya Hungry?,Yes,No,4.3,280,Koramangala 7th Block,Quick Bites,"Chole, Kulcha, Mutton Curry, Paratha, Mint Raita, Chicken Curry, Dal Makhani",North Indian,450,Dine-out
36797,Burger King,Yes,No,3.9,1050,Koramangala 7th Block,Quick Bites,"Burgers, Chicken Crisp Burger, Chicken Whopper, Chicken Keema Burger, Chicken Fries, Mutton Whopper, Chocolate Shake","Burger, Fast Food, Beverages",600,Dine-out
36798,Atta Galata,No,No,4.1,210,Koramangala 5th Block,Quick Bites,"Sandwiches, Masala Pav, Chicken Burger, Filter Coffee, Burgers, Masala Chai, French Fries","Bakery, Beverages",200,Dine-out
36800,Sonar Bangala,Yes,No,3.8,75,Koramangala 5th Block,Quick Bites,"Kosha Mangsho, Daab Chingri, Fish Curry, Dum Biryani","Bengali, North Indian",500,Dine-out
36801,Smoor,Yes,No,4.2,101,Koramangala 7th Block,"Dessert Parlor, Cafe","Hot Chocolate, Sandwich, Sushi, Red Velvet, Pumpkin Ravioli, Cajun Fries, Gooey Chocolate Cake","Desserts, Cafe, Beverages",900,Dine-out
